tblidx	wszName	Type
100053	討厭	CHAT_COMMMAND_DATA
100054	--p	CHAT_COMMMAND_DATA
100100	打招呼	CHAT_COMMMAND_DATA
100101	歡迎	CHAT_COMMMAND_DATA
100102	你好	CHAT_COMMMAND_DATA
100103	嗨	CHAT_COMMMAND_DATA
100104	^^/	CHAT_COMMMAND_DATA
100105	hi	CHAT_COMMMAND_DATA
100150	幸福	CHAT_COMMMAND_DATA
100151	ㄒㄈ	CHAT_COMMMAND_DATA
100152	好幸福	CHAT_COMMMAND_DATA
100153	^ㅇ^	CHAT_COMMMAND_DATA
100200	笑	CHAT_COMMMAND_DATA
100201	哈哈	CHAT_COMMMAND_DATA
100202	科哈哈	CHAT_COMMMAND_DATA
100203	科科	CHAT_COMMMAND_DATA
100204	^^	CHAT_COMMMAND_DATA
100250	哭	CHAT_COMMMAND_DATA
100251	哭哭	CHAT_COMMMAND_DATA
100252	嗚嗚	CHAT_COMMMAND_DATA
100253	ㄜ	CHAT_COMMMAND_DATA
100254	ㄨㄨ	CHAT_COMMMAND_DATA
100255	TT	CHAT_COMMMAND_DATA
100256	tt	CHAT_COMMMAND_DATA
100300	拍手	CHAT_COMMMAND_DATA
100301	啪啪	CHAT_COMMMAND_DATA
100302	啪啪	CHAT_COMMMAND_DATA
100303	^^//	CHAT_COMMMAND_DATA
100304	WW	CHAT_COMMMAND_DATA
100305	ww	CHAT_COMMMAND_DATA
100350	指示	CHAT_COMMMAND_DATA
100351	那邊	CHAT_COMMMAND_DATA
100352	那個	CHAT_COMMMAND_DATA
100400	突擊	CHAT_COMMMAND_DATA
100401	衝啊	CHAT_COMMMAND_DATA
100402	Gogo	CHAT_COMMMAND_DATA
100403	GG	CHAT_COMMMAND_DATA
100404	rr	CHAT_COMMMAND_DATA
100450	勝利	CHAT_COMMMAND_DATA
100451	啊哈	CHAT_COMMMAND_DATA
100452	贏了	CHAT_COMMMAND_DATA
100453	歐耶	CHAT_COMMMAND_DATA
100500	呀呼	CHAT_COMMMAND_DATA
100501	喀喀	CHAT_COMMMAND_DATA
100502	RR	CHAT_COMMMAND_DATA
100550	掰	CHAT_COMMMAND_DATA
100551	慢走	CHAT_COMMMAND_DATA
100552	掰掰	CHAT_COMMMAND_DATA
100553	88	CHAT_COMMMAND_DATA
100554	qq	CHAT_COMMMAND_DATA
100600	呵呵	CHAT_COMMMAND_DATA
100601	顆顆	CHAT_COMMMAND_DATA
100602	ag	CHAT_COMMMAND_DATA
100650	合掌	CHAT_COMMMAND_DATA
100651	GG	CHAT_COMMMAND_DATA
100652	Good Game	CHAT_COMMMAND_DATA
100653	GG	CHAT_COMMMAND_DATA
100654	gg	CHAT_COMMMAND_DATA
100700	啊啊	CHAT_COMMMAND_DATA
100701	狗屎	CHAT_COMMMAND_DATA
100702	屎	CHAT_COMMMAND_DATA
100703	ㄟ	CHAT_COMMMAND_DATA
100704	便便	CHAT_COMMMAND_DATA
100705	便	CHAT_COMMMAND_DATA
100750	Frimer	CHAT_COMMMAND_DATA
300110	HFI Newbi HTB	HTB_SET_DATA
300111	HFI Newbi HTB	HTB_SET_DATA
306110	神龍魔力！！	HTB_SET_DATA
306111	使用氣功彈和格鬥進行衝刺攻擊!\n格鬥家都給我閃一邊去。	HTB_SET_DATA
1300110	HMY Newbi HTB	HTB_SET_DATA
1300111	HMY Newbi HTB	HTB_SET_DATA
1304110	龍魂！！	HTB_SET_DATA
1304111	發出無數氣功彈攻擊敵方!\n展現氣功師的真髓。	HTB_SET_DATA
3300110	NFI Newbi HTB	HTB_SET_DATA
3300111	NFI Newbi HTB	HTB_SET_DATA
3306110	大魔王的激怒！！	HTB_SET_DATA
3306111	那美克戰士的憤怒爆發!\n朝敵方發射連續攻擊。	HTB_SET_DATA
4300110	NMY Newbi HTB	HTB_SET_DATA
4300111	NMY Newbi HTB	HTB_SET_DATA
4304110	神的審判！！	HTB_SET_DATA
4304111	那美克龍族運用氣和咒語\n施展出連續攻擊。	HTB_SET_DATA
5300110	MMI Newbi HTB	HTB_SET_DATA
5300111	MMI Newbi HTB	HTB_SET_DATA
5320110	火力全開！！	HTB_SET_DATA
5320111	意魔人的連續技	HTB_SET_DATA
6300110	MWO Newbi HTB	HTB_SET_DATA
6300111	MWO Newbi HTB	HTB_SET_DATA
6320110	完美衝擊！！	HTB_SET_DATA
6320111	意魔人的連續技	HTB_SET_DATA
7308310	無限強氣！！	HTB_SET_DATA
7308311	格鬥家使用輔助武器'棍'\n進行的HTB攻擊。	HTB_SET_DATA
8308410	無限衝擊！！	HTB_SET_DATA
8308411	劍術家使用輔助武器'劍'\n進行的HTB攻擊。	HTB_SET_DATA
9305310	得意洋洋！！	HTB_SET_DATA
9305311	鶴仙流使用輔助武器'扇子'\n進行的HTB攻擊。	HTB_SET_DATA
10305410	元氣旺盛！！	HTB_SET_DATA
10305411	龜仙流使用輔助武器'短棍'\n進行的HTB攻擊。	HTB_SET_DATA
13307510	魔界法則！！	HTB_SET_DATA
13307511	魔界戰士使用輔助武器'爪子'\n進行的HTB攻擊。	HTB_SET_DATA
14307610	魔道的誓言！！	HTB_SET_DATA
14307611	魔導戰士使用輔助武器'斧'\n進行的HTB攻擊。	HTB_SET_DATA
15305310	龍族的矜持！！	HTB_SET_DATA
15305311	天天導師使用輔助武器'卷軸'\n進行HTB攻擊。	HTB_SET_DATA
16305410	魔族的氣魄！！	HTB_SET_DATA
16305411	波可導師使用輔助武器'魔石'\n進行的HTB攻擊。	HTB_SET_DATA
17320210	音波洗禮！！	HTB_SET_DATA
17320211	奧迪魔使用輔助武器'樂器'\n進行的HTB攻擊。	HTB_SET_DATA
18320310	綜合餅乾超好吃！！	HTB_SET_DATA
18320311	格蘭魔流使用輔助武器'鈍器'\n進行的HTB攻擊。	HTB_SET_DATA
19320210	驚聲尖叫！！	HTB_SET_DATA
19320211	普利茲魔使用輔助武器'鼓'\n進行的HTB攻擊。	HTB_SET_DATA
20320310	狂歡之餘！！	HTB_SET_DATA
20320311	卡爾魔使用輔助武器'面具'\n進行的HTB攻擊。	HTB_SET_DATA
10	任務道具獎勵	ITEM_DATA
11	上衣道具	ITEM_DATA
20	任務道具獎勵	ITEM_DATA
21	下裝道具	ITEM_DATA
30	任務道具獎勵	ITEM_DATA
31	鞋子道具	ITEM_DATA
40	任務道具獎勵	ITEM_DATA
41	主要武器	ITEM_DATA
50	任務道具獎勵	ITEM_DATA
51	輔助武器	ITEM_DATA
60	任務道具獎勵	ITEM_DATA
61	技能	ITEM_DATA
70	活動獎勵	ITEM_DATA
71	活動獎勵	ITEM_DATA
100	鼯鼠噴射創始號 [1日]	ITEM_DATA
101	讓人能夠迅速移動而研發的坐騎。	ITEM_DATA
110	鼯鼠噴射創始號 [7日]	ITEM_DATA
111	讓人能夠迅速移動而研發的坐騎。	ITEM_DATA
120	鼯鼠噴射創始號 [15日]	ITEM_DATA
121	讓人能夠迅速移動而研發的坐騎。	ITEM_DATA
130	鼯鼠噴射創始號 [30日]	ITEM_DATA
131	讓人能夠迅速移動而研發的坐騎。	ITEM_DATA
140	鼯鼠噴射創始號 [90日]	ITEM_DATA
141	讓人能夠迅速移動而研發的坐騎。	ITEM_DATA
200	鼯鼠噴射1號 [1日]	ITEM_DATA
201	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
210	鼯鼠噴射1號 [7日]	ITEM_DATA
211	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
220	鼯鼠噴射1號 [15日]	ITEM_DATA
221	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
230	鼯鼠噴射1號 [30日]	ITEM_DATA
231	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
240	鼯鼠噴射1號 [90日]	ITEM_DATA
241	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
250	鼯鼠噴射2號 [1日]	ITEM_DATA
251	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
260	鼯鼠噴射2號 [7日]	ITEM_DATA
261	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
270	鼯鼠噴射2號 [15日]	ITEM_DATA
271	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
280	鼯鼠噴射2號 [30日]	ITEM_DATA
281	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
290	鼯鼠噴射2號 [90日]	ITEM_DATA
291	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
300	鼯鼠噴射3號 [1日]	ITEM_DATA
301	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
310	鼯鼠噴射3號 [7日]	ITEM_DATA
311	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
320	鼯鼠噴射3號 [15日]	ITEM_DATA
321	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
330	鼯鼠噴射3號 [30日]	ITEM_DATA
331	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
340	鼯鼠噴射3號 [90日]	ITEM_DATA
341	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
350	鼯鼠噴射4號 [1日]	ITEM_DATA
351	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
360	鼯鼠噴射4號 [7日]	ITEM_DATA
361	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
370	鼯鼠噴射4號 [15日]	ITEM_DATA
371	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
380	鼯鼠噴射4號 [30日]	ITEM_DATA
381	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
390	鼯鼠噴射4號 [90日]	ITEM_DATA
391	由鼯鼠噴射創始號改造而成，沒甚麼變化，零件較為精簡\n。	ITEM_DATA
400	超速牛馬1號 [1日]	ITEM_DATA
401	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
410	超速牛馬1號 [7日]	ITEM_DATA
411	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
420	超速牛馬1號 [15日]	ITEM_DATA
421	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
430	超速牛馬1號 [30日]	ITEM_DATA
431	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
440	超速牛馬1號 [90日]	ITEM_DATA
441	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
450	超速牛馬2號 [1日]	ITEM_DATA
451	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
460	超速牛馬2號 [7日]	ITEM_DATA
461	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
470	超速牛馬2號 [15日]	ITEM_DATA
471	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
480	超速牛馬2號 [30日]	ITEM_DATA
481	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
490	超速牛馬2號 [90日]	ITEM_DATA
491	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
500	超速牛馬3號 [1日]	ITEM_DATA
501	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
510	超速牛馬3號 [7日]	ITEM_DATA
511	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
520	超速牛馬3號 [15日]	ITEM_DATA
521	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
530	超速牛馬3號 [30日]	ITEM_DATA
531	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
540	超速牛馬3號 [90日]	ITEM_DATA
541	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
550	超速牛馬4號 [1日]	ITEM_DATA
551	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
560	超速牛馬4號 [7日]	ITEM_DATA
561	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
570	超速牛馬4號 [15日]	ITEM_DATA
571	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
580	超速牛馬4號 [30日]	ITEM_DATA
581	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
590	超速牛馬4號 [90日]	ITEM_DATA
591	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
600	超速牛馬1號 [永久制]	ITEM_DATA
601	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
610	超速牛馬2號 [永久制]	ITEM_DATA
611	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
620	超速牛馬3號 [永久制]	ITEM_DATA
621	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
630	超速牛馬4號 [永久制]	ITEM_DATA
631	超速牛馬是膠囊公司研發的新型車輛。引擎雖然和未改良\n的火焰犀牛性能相同，但是設計上更加帥氣。	ITEM_DATA
640	反擊球	ITEM_DATA
641	弗力札軍襲擊用個人宇宙船. 作了在地球大氣層內可使用的改造.	ITEM_DATA
650	原型反擊球	ITEM_DATA
651	原型大氣層用反擊球. 外星宇宙船工學的結晶.	ITEM_DATA
800	液體燃料 [1日]	ITEM_DATA
801	膠囊公司開發的基本車輛燃料。	ITEM_DATA
810	液體燃料 [7日]	ITEM_DATA
811	膠囊公司開發的基本車輛燃料。	ITEM_DATA
820	液體燃料 [15日]	ITEM_DATA
821	膠囊公司開發的基本車輛燃料。	ITEM_DATA
830	液體燃料 [30日]	ITEM_DATA
831	膠囊公司開發的基本車輛燃料。	ITEM_DATA
840	液體燃料 [90日]	ITEM_DATA
841	膠囊公司開發的基本車輛燃料。	ITEM_DATA
850	液體燃料S1 [1日]	ITEM_DATA
851	膠囊公司開發的低階車輛燃料S1。	ITEM_DATA
860	液體燃料S1 [7日]	ITEM_DATA
861	膠囊公司開發的低階車輛燃料S1。	ITEM_DATA
870	液體燃料S1 [15日]	ITEM_DATA
871	膠囊公司開發的低階車輛燃料S1。	ITEM_DATA
880	液體燃料S1 [30日]	ITEM_DATA
881	膠囊公司開發的低階車輛燃料S1。	ITEM_DATA
890	液體燃料S1 [90日]	ITEM_DATA
891	膠囊公司開發的低階車輛燃料S1。	ITEM_DATA
900	液體燃料S2 [1日]	ITEM_DATA
901	膠囊公司開發的中級車輛燃料S2。	ITEM_DATA
910	液體燃料S2 [7日]	ITEM_DATA
911	膠囊公司開發的中級車輛燃料S2。	ITEM_DATA
920	液體燃料S2 [15日]	ITEM_DATA
921	膠囊公司開發的中級車輛燃料S2。	ITEM_DATA
930	液體燃料S2 [30日]	ITEM_DATA
931	膠囊公司開發的中級車輛燃料S2。	ITEM_DATA
940	液體燃料S2 [90日]	ITEM_DATA
941	膠囊公司開發的中級車輛燃料S2。	ITEM_DATA
950	液體燃料S2 [90日]	ITEM_DATA
951	膠囊公司開發的中級車輛燃料S2。	ITEM_DATA
960	液體燃料 [1日]	ITEM_DATA
961	膠囊公司開發的基本車輛燃料。	ITEM_DATA
970	液體燃料 [7日]	ITEM_DATA
971	膠囊公司開發的基本車輛燃料。	ITEM_DATA
980	液體燃料 [15日]	ITEM_DATA
981	膠囊公司開發的基本車輛燃料。	ITEM_DATA
990	液體燃料 [90日]	ITEM_DATA
991	膠囊公司開發的基本車輛燃料。	ITEM_DATA
1000	神的種子	ITEM_DATA
1001	神做出的不明種子。用這顆種子可以種出甚麼東西至今仍\n是個迷。	ITEM_DATA
1010	神的藍色種子	ITEM_DATA
1011	神做出的不明種子。	ITEM_DATA
1020	神的黃色種子	ITEM_DATA
1021	神做出的不明種子。	ITEM_DATA
1030	神的紫色種子	ITEM_DATA
1031	神做出的不明種子。	ITEM_DATA
1040	神的發光種子	ITEM_DATA
1041	神做出的不明種子。	ITEM_DATA
1050	藍色粉末	ITEM_DATA
1051	散發藍色的粉末。	ITEM_DATA
1060	黃色粉末	ITEM_DATA
1061	散發黃色的粉末。	ITEM_DATA
1070	紫色粉末	ITEM_DATA
1071	散發紫色的粉末。	ITEM_DATA
1080	月光碎片	ITEM_DATA
1081	月亮的碎片。不過不知道是不是真的月亮碎片。	ITEM_DATA
1090	高級魔界修練捲軸 [1日]	ITEM_DATA
1091	等級 41 ~ 59 專用 [經驗值增加 30%]\n[道具使用途中，若超過使用等級區間，仍會維持效果]	ITEM_DATA
1100	暗黑魔界的銀幣	ITEM_DATA
1101	擊敗因暗黑魔界的入侵而產生的怪物後，\n可以獲得銀幣。使用該銀幣的話，\n可和被生成的NPC交換道具。	ITEM_DATA
1110	暗黑魔界的金幣	ITEM_DATA
1111	擊敗因暗黑魔界的入侵而產生的怪物後，\n可以獲得金幣。使用該金幣的話，\n可和被生成的NPC交換道具。	ITEM_DATA
1120	暗黑魔界的銀幣稱號	ITEM_DATA
1121	使用道具後，可以獲得因為擊敗暗黑魔界的銀色英雄稱號。	ITEM_DATA
1130	暗黑魔界的金幣稱號 Jan	ITEM_DATA
1131	使用道具後，可以獲得因為擊敗暗黑魔界的金色英雄稱號。	ITEM_DATA
1140	暗黑魔界補給箱子稱號	ITEM_DATA
1141	使用道具後，可以獲得提供給保護\n免於受到來自暗黑魔界侵襲的英雄特殊稱號。	ITEM_DATA
1150	巡守BUFF	ITEM_DATA
1151	巡守BUFF說明	ITEM_DATA
1160	暗黑魔界的補給箱子	ITEM_DATA
1161	因保護來自暗黑魔界的侵略而獲得的戰利品，\n不知道補給箱裡面裝的是什麼東西。	ITEM_DATA
1170	暗黑魔界的金幣稱號Feb	ITEM_DATA
1171	使用道具後，可以獲得因為擊敗暗黑魔界的金色英雄稱號。	ITEM_DATA
1180	暗黑魔界的金幣稱號Mar	ITEM_DATA
1181	使用道具後，可以獲得因為擊敗暗黑魔界的金色英雄稱號。	ITEM_DATA
1190	暗黑魔界的金幣稱號Apr	ITEM_DATA
1191	使用道具後，可以獲得因為擊敗暗黑魔界的金色英雄稱號。	ITEM_DATA
1200	暗黑魔界的金幣稱號May	ITEM_DATA
1201	使用道具後，可以獲得因為擊敗暗黑魔界的金色英雄稱號。	ITEM_DATA
1210	暗黑魔界的金幣稱號Jun	ITEM_DATA
1211	使用道具後，可以獲得因為擊敗暗黑魔界的金色英雄稱號。	ITEM_DATA
1220	暗黑魔界的金幣稱號Jul	ITEM_DATA
1221	使用道具後，可以獲得因為擊敗暗黑魔界的金色英雄稱號。	ITEM_DATA
1230	暗黑魔界的金幣稱號Aug	ITEM_DATA
1231	使用道具後，可以獲得因為擊敗暗黑魔界的金色英雄稱號。	ITEM_DATA
1240	暗黑魔界的金幣稱號Sep	ITEM_DATA
1241	使用道具後，可以獲得因為擊敗暗黑魔界的金色英雄稱號。	ITEM_DATA
1250	暗黑魔界的金幣稱號Oct	ITEM_DATA
1251	使用道具後，可以獲得因為擊敗暗黑魔界的金色英雄稱號。	ITEM_DATA
1260	暗黑魔界的金幣稱號Nov	ITEM_DATA
1261	使用道具後，可以獲得因為擊敗暗黑魔界的金色英雄稱號。	ITEM_DATA
1270	暗黑魔界的金幣稱號Dec	ITEM_DATA
1271	使用道具後，可以獲得因為擊敗暗黑魔界的金色英雄稱號。	ITEM_DATA
1280	Résurrection pour Débutants	ITEM_DATA
1281	Résurrection pour Débutants	ITEM_DATA
1290	波波空空的急用金	ITEM_DATA
1291	有種空空如也的波波先生的急用金存錢筒	ITEM_DATA
1300	波波空空的急用金	ITEM_DATA
1301	有種空空如也的波波先生的急用金存錢筒	ITEM_DATA
1310	波波空空的急用金	ITEM_DATA
1311	有種空空如也的波波先生的急用金存錢筒	ITEM_DATA
1320	波波空空的急用金	ITEM_DATA
1321	有種空空如也的波波先生的急用金存錢筒	ITEM_DATA
1330	波波輕輕的急用金	ITEM_DATA
1331	有種可惜感覺的波波先生的急用金存錢筒	ITEM_DATA
1340	波波輕輕的急用金	ITEM_DATA
1341	有種可惜感覺的波波先生的急用金存錢筒	ITEM_DATA
1350	波波輕輕的急用金	ITEM_DATA
1351	有種可惜感覺的波波先生的急用金存錢筒	ITEM_DATA
1360	波波輕輕的急用金	ITEM_DATA
1361	有種可惜感覺的波波先生的急用金存錢筒	ITEM_DATA
1370	波波沉沉的急用金	ITEM_DATA
1371	還可以接受的波波先生的急用金存錢筒	ITEM_DATA
1380	波波沉沉的急用金	ITEM_DATA
1381	還可以接受的波波先生的急用金存錢筒	ITEM_DATA
1390	波波沉沉的急用金	ITEM_DATA
1391	還可以接受的波波先生的急用金存錢筒	ITEM_DATA
1400	波波沉沉的急用金	ITEM_DATA
1401	還可以接受的波波先生的急用金存錢筒	ITEM_DATA
1410	波波沉重的急用金	ITEM_DATA
1411	太重無法輕易提起的波波先生的急用金存錢筒	ITEM_DATA
1420	波波沉重的急用金	ITEM_DATA
1421	太重無法輕易提起的波波先生的急用金存錢筒	ITEM_DATA
1430	波波沉重的急用金	ITEM_DATA
1431	太重無法輕易提起的波波先生的急用金存錢筒	ITEM_DATA
1440	波波沉重的急用金	ITEM_DATA
1441	太重無法輕易提起的波波先生的急用金存錢筒	ITEM_DATA
1450	波波塞爆的急用金	ITEM_DATA
1451	塞爆到會有心驚驚的波波的先生的急用金存錢筒	ITEM_DATA
1460	波波塞爆的急用金	ITEM_DATA
1461	塞爆到會有心驚驚的波波的先生的急用金存錢筒	ITEM_DATA
1470	波波塞爆的急用金	ITEM_DATA
1471	塞爆到會有心驚驚的波波的先生的急用金存錢筒	ITEM_DATA
1480	波波塞爆的急用金	ITEM_DATA
1481	塞爆到會有心驚驚的波波的先生的急用金存錢筒	ITEM_DATA
1490	EV 基德的銀色信物	ITEM_DATA
1491	基德送給幫助自己的人\n銀色信物以表謝意。\n帶著這個信物去找活動管理員\n可以交換商品喔。\n(LV 1 ~30 獎勵道具)	ITEM_DATA
1500	EV 基德的金色信物	ITEM_DATA
1501	基德送給幫助自己的人\n金色信物以表謝意。\n帶著這個信物去找活動管理員\n可以交換商品喔。\n(LV 31 ~70 獎勵道具)	ITEM_DATA
2010	花梨的信任	ITEM_DATA
2011	獲得花梨的力量的特別稱號。\n能感覺到防禦的力量。	ITEM_DATA
2020	花梨的集中	ITEM_DATA
2021	獲得花梨的力量的特別稱號。\n能感覺到專注力。	ITEM_DATA
2030	花梨的光榮	ITEM_DATA
2031	獲得花梨的力量的特別稱號。\n能感覺到攻擊與防禦的力量。	ITEM_DATA
2040	花梨的祝福	ITEM_DATA
2041	獲得花梨的力量的特別稱號。\n能感覺到攻擊與防禦的強大力量。	ITEM_DATA
2050	風之攻擊	ITEM_DATA
2051	獲得風力量的特別稱號。\n攻擊速度提升。	ITEM_DATA
2060	風之速度	ITEM_DATA
2061	獲得風力量的特別稱號。\n讓人想要開始奔跑。	ITEM_DATA
2070	風之劍身	ITEM_DATA
2071	獲得風力量的特別稱號。\n可進行快速攻擊與移動。	ITEM_DATA
2080	風之雙翼	ITEM_DATA
2081	獲得風力量的特別稱號。\n一切進行快速如虎添翼。	ITEM_DATA
2090	熱情的意念	ITEM_DATA
2091	獲得熱情力量的特別稱號。\n立即投入戰鬥般的熱情滿溢。	ITEM_DATA
2100	熱情的夢想	ITEM_DATA
2101	獲得熱情力量的特別稱號。\n立即投入戰鬥般的熱情滿溢。	ITEM_DATA
2110	熱情的火花	ITEM_DATA
2111	獲得熱情力量的特別稱號。\n立即投入戰鬥般的熱情滿溢。	ITEM_DATA
2120	熱情的化身	ITEM_DATA
2121	獲得熱情力量的特別稱號。\n立即投入戰鬥般的熱情滿溢。	ITEM_DATA
